position,reference_spread,reference_top1_agreement,reference_topk_jaccard,candidate_spread,candidate_top1_agreement,candidate_topk_jaccard,cross_abs_mean_logprob_delta,cross_top1_pairwise_agreement,cross_topk_pairwise_jaccard,cross_modal_top1_match
4307,0.1883559226989746,0.375,0.8775510204081634,0.1883559226989746,0.375,0.8775510204081634,0.0,0.28125,0.8928571428571429,True
4330,0.2807950973510742,0.375,0.826530612244898,0.2807950973510742,0.375,0.826530612244898,0.0,0.28125,0.8482142857142857,True
4356,0.17934823036193848,0.375,1.0,0.17934823036193848,0.375,1.0,0.0,0.28125,1.0,True
4421,0.10735440254211426,0.375,1.0,0.10735440254211426,0.375,1.0,0.0,0.28125,1.0,True
4634,0.19386959075927734,0.375,0.8214285714285714,0.19386959075927734,0.375,0.8214285714285714,0.0,0.28125,0.84375,True
4795,0.22235107421875,0.375,0.9583333333333333,0.22235107421875,0.375,0.9583333333333333,0.0,0.28125,0.9635416666666666,True
4845,0.22913694381713867,0.375,0.9166666666666667,0.22913694381713867,0.375,0.9166666666666667,0.0,0.28125,0.9270833333333334,True
4846,0.10258102416992188,0.375,1.0,0.10258102416992188,0.375,1.0,0.0,0.28125,1.0,True
4890,0.22182655334472656,0.375,1.0,0.22182655334472656,0.375,1.0,0.0,0.28125,1.0,True
4965,0.24021267890930176,0.375,0.7857142857142857,0.24021267890930176,0.375,0.7857142857142857,0.0,0.28125,0.8125,True
5057,0.21656584739685059,0.375,0.826530612244898,0.21656584739685059,0.375,0.826530612244898,0.0,0.28125,0.8482142857142857,True
5100,0.1972215175628662,0.375,1.0,0.1972215175628662,0.375,1.0,0.0,0.28125,1.0,True
5104,0.19276118278503418,0.375,0.7653061224489797,0.19276118278503418,0.375,0.7653061224489797,0.0,0.28125,0.7946428571428572,True
5112,0.08483672142028809,0.375,0.9285714285714286,0.08483672142028809,0.375,0.9285714285714286,0.0,0.28125,0.9375,True
5165,0.10103178024291992,0.375,0.8775510204081634,0.10103178024291992,0.375,0.8775510204081634,0.0,0.28125,0.8928571428571429,True
5183,0.17025303840637207,0.375,1.0,0.17025303840637207,0.375,1.0,0.0,0.28125,1.0,True
3112,0.18168234825134277,0.375,0.9285714285714286,0.18168234825134277,0.375,0.9285714285714286,0.0,0.3125,0.9375,True
3152,0.2820141315460205,0.375,0.9166666666666667,0.2820141315460205,0.375,0.9166666666666667,0.0,0.3125,0.9270833333333334,True
3197,0.1390087604522705,0.375,0.8367346938775511,0.1390087604522705,0.375,0.8367346938775511,0.0,0.3125,0.8571428571428572,True
3459,0.11706924438476562,0.5,1.0,0.11706924438476562,0.5,1.0,0.0,0.3125,1.0,True
